Email Address,Section,First Name,Last Name,SID,Homework 1,Homework 1 - Max Points,Homework 1 - Submission Time,Homework 2,Homework 2 - Max Points,Homework 2 - Submission Time,Homework 3,Homework 3 - Max Points,Homework 3 - Submission Time,Homework 4,Homework 4 - Max Points,Homework 4 - Submission Time,Homework 5,Homework 5 - Max Points,Homework 5 - Submission Time,Homework 6,Homework 6 - Max Points,Homework 6 - Submission Time,Homework 7,Homework 7 - Max Points,Homework 7 - Submission Time,Homework 8,Homework 8 - Max Points,Homework 8 - Submission Time,Homework 9,Homework 9 - Max Points,Homework 9 - Submission Time,Homework 10,Homework 10 - Max Points,Homework 10 - Submission Time,Exam 1,Exam 1 - Max Points,Exam 1 - Submission Time,Exam 2,Exam 2 - Max Points,Exam 2 - Submission Time,Exam 3,Exam 3 - Max Points,Exam 3 - Submission Time,Quiz 1,Quiz 2,Quiz 3,Quiz 4,Quiz 5,Exam 1 Score,Exam 2 Score,Exam 3 Score,Total Homework,Average Homework,Homework Score,Total Quizzes,Average Quizzes,Quiz Score,Final Score,Ceiling Score,Final Grade
jill.walsh@univ.edu,1,Jill,Walsh,jxw98212,65.0,80,2019-08-29 08:56:02-07:00,48,80,2019-09-05 08:56:02-07:00,49,80,2019-09-12 08:56:02-07:00,73,100,2019-09-19 08:56:02-07:00,47,70,2019-09-26 08:56:02-07:00,74,90,2019-10-03 08:56:02-07:00,38,50,2019-10-10 08:56:02-07:00,68,70,2019-10-17 08:56:02-07:00,50,60,2019-10-24 08:56:02-07:00,38,60,2019-10-31 08:56:02-07:00,73,100,2019-10-08 12:30:07-07:00,99,100,2019-11-08 12:30:07-07:00,78,100,2019-12-08 12:30:07-07:00,6,13,6,9,4,0.73,0.99,0.78,0.7432432432432432,0.7446746031746031,0.7446746031746031,0.5507246376811594,0.5482505729564553,0.5507246376811594,0.715587232574189,72.0,C
jonathan.pena@univ.edu,1,Jonathan,Pena,jmp63760,53.0,80,2019-08-29 08:56:02-07:00,74,80,2019-09-05 08:56:02-07:00,55,80,2019-09-12 08:56:02-07:00,70,100,2019-09-19 08:56:02-07:00,51,70,2019-09-26 08:56:02-07:00,74,90,2019-10-03 08:56:02-07:00,33,50,2019-10-10 08:56:02-07:00,63,70,2019-10-17 08:56:02-07:00,47,60,2019-10-24 08:56:02-07:00,42,60,2019-10-31 08:56:02-07:00,74,100,2019-10-08 12:30:07-07:00,79,100,2019-11-08 12:30:07-07:00,84,100,2019-12-08 12:30:07-07:00,9,8,13,10,5,0.74,0.79,0.84,0.7594594594594595,0.7569126984126984,0.7594594594594595,0.6521739130434783,0.6494346829640947,0.6521739130434783,0.7414359576968272,75.0,C
samuel.weber@univ.edu,1,Samuel,Weber,sxw76890,71.0,80,2019-08-29 08:56:02-07:00,78,80,2019-09-05 08:56:02-07:00,74,80,2019-09-12 08:56:02-07:00,86,100,2019-09-19 08:56:02-07:00,69,70,2019-09-26 08:56:02-07:00,81,90,2019-10-03 08:56:02-07:00,31,50,2019-10-10 08:56:02-07:00,48,70,2019-10-17 08:56:02-07:00,55,60,2019-10-24 08:56:02-07:00,44,60,2019-10-31 08:56:02-07:00,79,100,2019-10-08 12:30:07-07:00,96,100,2019-11-08 12:30:07-07:00,86,100,2019-12-08 12:30:07-07:00,6,12,14,5,6,0.79,0.96,0.86,0.8608108108108108,0.8488928571428571,0.8608108108108108,0.6231884057971014,0.6052253628724217,0.6231884057971014,0.7957808460634548,80.0,B
leslie.sparks@univ.edu,2,Leslie,Sparks,lxs77616,66.0,80,2019-08-29 08:56:02-07:00,77,80,2019-09-05 08:56:02-07:00,54,80,2019-09-12 08:56:02-07:00,66,100,2019-09-19 08:56:02-07:00,48,70,2019-09-26 08:56:02-07:00,56,90,2019-10-03 08:56:02-07:00,38,50,2019-10-10 08:56:02-07:00,63,70,2019-10-17 08:56:02-07:00,43,60,2019-10-24 08:56:02-07:00,50,60,2019-10-31 08:56:02-07:00,61,100,2019-10-08 12:30:07-07:00,95,100,2019-11-08 12:30:07-07:00,90,100,2019-12-08 12:30:07-07:00,7,9,16,8,8,0.61,0.95,0.9,0.7581081081081081,0.7640436507936509,0.7640436507936509,0.6956521739130435,0.6831270690094219,0.6956521739130435,0.7748131124913734,78.0,C
ashlee.foster@univ.edu,3,Ashlee,Foster,axf16145,79.0,80,2019-08-29 08:56:02-07:00,78,80,2019-09-05 08:56:02-07:00,74,80,2019-09-12 08:56:02-07:00,81,100,2019-09-19 08:56:02-07:00,63,70,2019-09-26 08:56:02-07:00,75,90,2019-10-03 08:56:02-07:00,38,50,2019-10-10 08:56:02-07:00,45,70,2019-10-17 08:56:02-07:00,41,60,2019-10-24 08:56:02-07:00,43,60,2019-10-31 08:56:02-07:00,73,100,2019-10-08 12:30:07-07:00,61,100,2019-11-08 12:30:07-07:00,74,100,2019-12-08 12:30:07-07:00,5,12,17,14,12,0.73,0.61,0.74,0.8337837837837838,0.8233690476190476,0.8337837837837838,0.8695652173913043,0.850909090909091,0.8695652173913043,0.8028830787309049,81.0,B
brandon.flores@univ.edu,2,Brandon,Flores,bcf26283,62.0,80,2019-08-29 08:56:02-07:00,52,80,2019-09-05 08:56:02-07:00,77,80,2019-09-12 08:56:02-07:00,87,100,2019-09-19 08:56:02-07:00,45,70,2019-09-26 08:56:02-07:00,71,90,2019-10-03 08:56:02-07:00,40,50,2019-10-10 08:56:02-07:00,45,70,2019-10-17 08:56:02-07:00,45,60,2019-10-24 08:56:02-07:00,54,60,2019-10-31 08:56:02-07:00,96,100,2019-10-08 12:30:07-07:00,93,100,2019-11-08 12:30:07-07:00,65,100,2019-12-08 12:30:07-07:00,7,15,11,13,7,0.96,0.93,0.65,0.7810810810810811,0.7782103174603175,0.7810810810810811,0.7681159420289855,0.759065444359562,0.7681159420289855,0.7813672150411282,79.0,C
richard.elliott@univ.edu,1,Richard,Elliott,rge65208,49.0,80,2019-08-29 08:56:02-07:00,64,80,2019-09-05 08:56:02-07:00,76,80,2019-09-12 08:56:02-07:00,80,100,2019-09-19 08:56:02-07:00,49,70,2019-09-26 08:56:02-07:00,65,90,2019-10-03 08:56:02-07:00,41,50,2019-10-10 08:56:02-07:00,55,70,2019-10-17 08:56:02-07:00,37,60,2019-10-24 08:56:02-07:00,42,60,2019-10-31 08:56:02-07:00,66,100,2019-10-08 12:30:07-07:00,64,100,2019-11-08 12:30:07-07:00,74,100,2019-12-08 12:30:07-07:00,6,13,17,11,12,0.66,0.64,0.74,0.754054054054054,0.7507103174603175,0.754054054054054,0.855072463768116,0.8395670995670995,0.855072463768116,0.7661433607520565,77.0,C
douglas.payne@univ.edu,1,Douglas,Payne,dxp49123,48.0,80,2019-08-29 08:56:02-07:00,55,80,2019-09-05 08:56:02-07:00,49,80,2019-09-12 08:56:02-07:00,62,100,2019-09-19 08:56:02-07:00,46,70,2019-09-26 08:56:02-07:00,90,90,2019-10-03 08:56:02-07:00,35,50,2019-10-10 08:56:02-07:00,62,70,2019-10-17 08:56:02-07:00,51,60,2019-10-24 08:56:02-07:00,51,60,2019-10-31 08:56:02-07:00,74,100,2019-10-08 12:30:07-07:00,71,100,2019-11-08 12:30:07-07:00,96,100,2019-12-08 12:30:07-07:00,8,7,7,12,5,0.74,0.71,0.96,0.7418918918918919,0.7462857142857142,0.7462857142857142,0.5652173913043478,0.575902724726254,0.575902724726254,0.7232851031321619,73.0,C
tammy.leon@univ.edu,3,Tammy,Leon,tgl37922,63.0,80,2019-08-29 08:56:02-07:00,75,80,2019-09-05 08:56:02-07:00,63,80,2019-09-12 08:56:02-07:00,70,100,2019-09-19 08:56:02-07:00,64,70,2019-09-26 08:56:02-07:00,87,90,2019-10-03 08:56:02-07:00,33,50,2019-10-10 08:56:02-07:00,55,70,2019-10-17 08:56:02-07:00,47,60,2019-10-24 08:56:02-07:00,42,60,2019-10-31 08:56:02-07:00,88,100,2019-10-08 12:30:07-07:00,90,100,2019-11-08 12:30:07-07:00,87,100,2019-12-08 12:30:07-07:00,4,14,17,6,4,0.88,0.9,0.87,0.8094594594594594,0.8022500000000001,0.8094594594594594,0.6521739130434783,0.6117748917748917,0.6521739130434783,0.7839359576968272,79.0,C
carol.reyes@univ.edu,3,Carol,Reyes,cxr98775,75.0,80,2019-08-29 08:56:02-07:00,80,80,2019-09-05 08:56:02-07:00,66,80,2019-09-12 08:56:02-07:00,62,100,2019-09-19 08:56:02-07:00,60,70,2019-09-26 08:56:02-07:00,66,90,2019-10-03 08:56:02-07:00,37,50,2019-10-10 08:56:02-07:00,65,70,2019-10-17 08:56:02-07:00,44,60,2019-10-24 08:56:02-07:00,51,60,2019-10-31 08:56:02-07:00,99,100,2019-10-08 12:30:07-07:00,91,100,2019-11-08 12:30:07-07:00,90,100,2019-12-08 12:30:07-07:00,5,15,8,14,6,0.99,0.91,0.9,0.8189189189189189,0.8224880952380953,0.8224880952380953,0.6956521739130435,0.6850267379679145,0.6956521739130435,0.8131908902691513,82.0,B
amy.terry@univ.edu,3,Amy,Terry,ajt73762,71.0,80,2019-08-29 08:56:02-07:00,54,80,2019-09-05 08:56:02-07:00,76,80,2019-09-12 08:56:02-07:00,93,100,2019-09-19 08:56:02-07:00,43,70,2019-09-26 08:56:02-07:00,89,90,2019-10-03 08:56:02-07:00,30,50,2019-10-10 08:56:02-07:00,58,70,2019-10-17 08:56:02-07:00,54,60,2019-10-24 08:56:02-07:00,49,60,2019-10-31 08:56:02-07:00,60,100,2019-10-08 12:30:07-07:00,81,100,2019-11-08 12:30:07-07:00,79,100,2019-12-08 12:30:07-07:00,4,12,9,5,7,0.6,0.81,0.79,0.8337837837837838,0.8190912698412699,0.8337837837837838,0.5362318840579711,0.5267048637636873,0.5362318840579711,0.723883078730905,73.0,C
paige.king@univ.edu,1,Paige,King,pmk49230,61.0,80,2019-08-29 08:56:02-07:00,61,80,2019-09-05 08:56:02-07:00,61,80,2019-09-12 08:56:02-07:00,75,100,2019-09-19 08:56:02-07:00,63,70,2019-09-26 08:56:02-07:00,86,90,2019-10-03 08:56:02-07:00,43,50,2019-10-10 08:56:02-07:00,64,70,2019-10-17 08:56:02-07:00,50,60,2019-10-24 08:56:02-07:00,46,60,2019-10-31 08:56:02-07:00,97,100,2019-10-08 12:30:07-07:00,99,100,2019-11-08 12:30:07-07:00,63,100,2019-12-08 12:30:07-07:00,8,13,17,14,9,0.97,0.99,0.63,0.8243243243243243,0.826734126984127,0.826734126984127,0.8840579710144928,0.8687878787878788,0.8840579710144928,0.8379110420979987,84.0,B
sara.vasquez@univ.edu,1,Sara,Vasquez,sxv18182,63.0,80,2019-08-29 08:56:02-07:00,65,80,2019-09-05 08:56:02-07:00,67,80,2019-09-12 08:56:02-07:00,98,100,2019-09-19 08:56:02-07:00,70,70,2019-09-26 08:56:02-07:00,65,90,2019-10-03 08:56:02-07:00,32,50,2019-10-10 08:56:02-07:00,55,70,2019-10-17 08:56:02-07:00,40,60,2019-10-24 08:56:02-07:00,38,60,2019-10-31 08:56:02-07:00,64,100,2019-10-08 12:30:07-07:00,73,100,2019-11-08 12:30:07-07:00,75,100,2019-12-08 12:30:07-07:00,5,7,8,6,5,0.64,0.73,0.75,0.8013513513513514,0.7865436507936507,0.8013513513513514,0.4492753623188406,0.4474076903488668,0.4492753623188406,0.6728231492361928,68.0,D
luke.davidson@univ.edu,3,Luke,Davidson,lxd16906,49.0,80,2019-08-29 08:56:02-07:00,77,80,2019-09-05 08:56:02-07:00,77,80,2019-09-12 08:56:02-07:00,94,100,2019-09-19 08:56:02-07:00,45,70,2019-09-26 08:56:02-07:00,69,90,2019-10-03 08:56:02-07:00,40,50,2019-10-10 08:56:02-07:00,53,70,2019-10-17 08:56:02-07:00,55,60,2019-10-24 08:56:02-07:00,55,60,2019-10-31 08:56:02-07:00,92,100,2019-10-08 12:30:07-07:00,62,100,2019-11-08 12:30:07-07:00,60,100,2019-12-08 12:30:07-07:00,7,14,14,8,5,0.92,0.62,0.6,0.8297297297297297,0.82775,0.8297297297297297,0.6956521739130435,0.6762643239113827,0.6956521739130435,0.738587544065805,74.0,C
rhonda.rice@univ.edu,1,Rhonda,Rice,rkr43763,77.0,80,2019-08-29 08:56:02-07:00,48,80,2019-09-05 08:56:02-07:00,53,80,2019-09-12 08:56:02-07:00,68,100,2019-09-19 08:56:02-07:00,67,70,2019-09-26 08:56:02-07:00,67,90,2019-10-03 08:56:02-07:00,50,50,2019-10-10 08:56:02-07:00,43,70,2019-10-17 08:56:02-07:00,43,60,2019-10-24 08:56:02-07:00,52,60,2019-10-31 08:56:02-07:00,61,100,2019-10-08 12:30:07-07:00,98,100,2019-11-08 12:30:07-07:00,96,100,2019-12-08 12:30:07-07:00,8,9,14,6,9,0.61,0.98,0.96,0.7675675675675676,0.780420634920635,0.780420634920635,0.6666666666666666,0.6658747135217722,0.6666666666666666,0.7846682539682539,79.0,C
brett.miranda@univ.edu,3,Brett,Miranda,bxm17365,74.0,80,2019-08-29 08:56:02-07:00,63,80,2019-09-05 08:56:02-07:00,53,80,2019-09-12 08:56:02-07:00,71,100,2019-09-19 08:56:02-07:00,61,70,2019-09-26 08:56:02-07:00,62,90,2019-10-03 08:56:02-07:00,43,50,2019-10-10 08:56:02-07:00,51,70,2019-10-17 08:56:02-07:00,54,60,2019-10-24 08:56:02-07:00,51,60,2019-10-31 08:56:02-07:00,82,100,2019-10-08 12:30:07-07:00,94,100,2019-11-08 12:30:07-07:00,95,100,2019-12-08 12:30:07-07:00,11,9,15,11,8,0.82,0.94,0.95,0.7878378378378378,0.7983888888888889,0.7983888888888889,0.782608695652174,0.7869467787114846,0.7869467787114846,0.8329395891690009,84.0,B
rachel.dennis@univ.edu,3,Rachel,Dennis,rxd55884,73.0,80,2019-08-29 08:56:02-07:00,67,80,2019-09-05 08:56:02-07:00,75,80,2019-09-12 08:56:02-07:00,65,100,2019-09-19 08:56:02-07:00,43,70,2019-09-26 08:56:02-07:00,69,90,2019-10-03 08:56:02-07:00,44,50,2019-10-10 08:56:02-07:00,52,70,2019-10-17 08:56:02-07:00,51,60,2019-10-24 08:56:02-07:00,41,60,2019-10-31 08:56:02-07:00,72,100,2019-10-08 12:30:07-07:00,98,100,2019-11-08 12:30:07-07:00,86,100,2019-12-08 12:30:07-07:00,7,6,7,6,11,0.72,0.98,0.86,0.7837837837837838,0.7874642857142857,0.7874642857142857,0.5362318840579711,0.558673287496817,0.558673287496817,0.7455877005347594,75.0,C
kristin.petersen@univ.edu,1,Kristin,Petersen,ksp17362,49.0,80,2019-08-29 08:56:02-07:00,77,80,2019-09-05 08:56:02-07:00,75,80,2019-09-12 08:56:02-07:00,90,100,2019-09-19 08:56:02-07:00,54,70,2019-09-26 08:56:02-07:00,90,90,2019-10-03 08:56:02-07:00,45,50,2019-10-10 08:56:02-07:00,47,70,2019-10-17 08:56:02-07:00,46,60,2019-10-24 08:56:02-07:00,40,60,2019-10-31 08:56:02-07:00,97,100,2019-10-08 12:30:07-07:00,68,100,2019-11-08 12:30:07-07:00,97,100,2019-12-08 12:30:07-07:00,8,8,7,5,5,0.97,0.68,0.97,0.8283783783783784,0.8188690476190477,0.8283783783783784,0.4782608695652174,0.4892360580595875,0.4892360580595875,0.7401221687692275,75.0,C
travis.washington@univ.edu,1,Travis,Washington,txw75701,64.0,80,2019-08-29 08:56:02-07:00,67,80,2019-09-05 08:56:02-07:00,56,80,2019-09-12 08:56:02-07:00,92,100,2019-09-19 08:56:02-07:00,50,70,2019-09-26 08:56:02-07:00,85,90,2019-10-03 08:56:02-07:00,46,50,2019-10-10 08:56:02-07:00,69,70,2019-10-17 08:56:02-07:00,40,60,2019-10-24 08:56:02-07:00,52,60,2019-10-31 08:56:02-07:00,94,100,2019-10-08 12:30:07-07:00,74,100,2019-11-08 12:30:07-07:00,68,100,2019-12-08 12:30:07-07:00,11,13,10,9,8,0.94,0.74,0.68,0.8391891891891892,0.8355277777777779,0.8391891891891892,0.7391304347826086,0.7528851540616246,0.7528851540616246,0.784541221894163,79.0,C
robert.johnston@univ.edu,3,Robert,Johnston,rsj94156,74.0,80,2019-08-29 08:56:02-07:00,64,80,2019-09-05 08:56:02-07:00,64,80,2019-09-12 08:56:02-07:00,76,100,2019-09-19 08:56:02-07:00,64,70,2019-09-26 08:56:02-07:00,56,90,2019-10-03 08:56:02-07:00,32,50,2019-10-10 08:56:02-07:00,46,70,2019-10-17 08:56:02-07:00,43,60,2019-10-24 08:56:02-07:00,43,60,2019-10-31 08:56:02-07:00,98,100,2019-10-08 12:30:07-07:00,61,100,2019-11-08 12:30:07-07:00,74,100,2019-12-08 12:30:07-07:00,9,12,13,10,5,0.98,0.61,0.74,0.7594594594594595,0.7551984126984127,0.7594594594594595,0.7101449275362319,0.702768016297428,0.7101449275362319,0.7378272620446533,74.0,C
michael.benton@univ.edu,3,Michael,Benton,mxb67936,54.0,80,2019-08-29 08:56:02-07:00,66,80,2019-09-05 08:56:02-07:00,68,80,2019-09-12 08:56:02-07:00,65,100,2019-09-19 08:56:02-07:00,50,70,2019-09-26 08:56:02-07:00,63,90,2019-10-03 08:56:02-07:00,49,50,2019-10-10 08:56:02-07:00,52,70,2019-10-17 08:56:02-07:00,48,60,2019-10-24 08:56:02-07:00,46,60,2019-10-31 08:56:02-07:00,78,100,2019-10-08 12:30:07-07:00,91,100,2019-11-08 12:30:07-07:00,91,100,2019-12-08 12:30:07-07:00,7,6,17,10,4,0.78,0.91,0.91,0.7581081081081081,0.7703809523809524,0.7703809523809524,0.6376811594202898,0.6167965367965368,0.6376811594202898,0.7659567287784679,77.0,C
jamie.johnson@univ.edu,2,Jamie,Johnson,jxj82678,74.0,80,2019-08-29 08:56:02-07:00,78,80,2019-09-05 08:56:02-07:00,76,80,2019-09-12 08:56:02-07:00,100,100,2019-09-19 08:56:02-07:00,66,70,2019-09-26 08:56:02-07:00,85,90,2019-10-03 08:56:02-07:00,40,50,2019-10-10 08:56:02-07:00,67,70,2019-10-17 08:56:02-07:00,36,60,2019-10-24 08:56:02-07:00,50,60,2019-10-31 08:56:02-07:00,63,100,2019-10-08 12:30:07-07:00,71,100,2019-11-08 12:30:07-07:00,90,100,2019-12-08 12:30:07-07:00,5,14,16,9,6,0.63,0.71,0.9,0.9081081081081082,0.8927777777777779,0.9081081081081082,0.7246376811594203,0.6943824802648332,0.7246376811594203,0.8181345475910694,82.0,B
stephanie.sampson@univ.edu,3,Stephanie,Sampson,sxs30610,77.0,80,2019-08-29 08:56:02-07:00,50,80,2019-09-05 08:56:02-07:00,57,80,2019-09-12 08:56:02-07:00,81,100,2019-09-19 08:56:02-07:00,69,70,2019-09-26 08:56:02-07:00,84,90,2019-10-03 08:56:02-07:00,39,50,2019-10-10 08:56:02-07:00,54,70,2019-10-17 08:56:02-07:00,46,60,2019-10-24 08:56:02-07:00,59,60,2019-10-31 08:56:02-07:00,87,100,2019-10-08 12:30:07-07:00,100,100,2019-11-08 12:30:07-07:00,75,100,2019-12-08 12:30:07-07:00,10,10,6,12,4,0.87,1.0,0.75,0.8324324324324325,0.833047619047619,0.833047619047619,0.6086956521739131,0.6238349885408709,0.6238349885408709,0.7763695441813089,78.0,C
brian.myers@univ.edu,2,Brian,Myers,bgm86325,75.0,80,2019-08-29 08:56:02-07:00,49,80,2019-09-05 08:56:02-07:00,53,80,2019-09-12 08:56:02-07:00,65,100,2019-09-19 08:56:02-07:00,66,70,2019-09-26 08:56:02-07:00,69,90,2019-10-03 08:56:02-07:00,49,50,2019-10-10 08:56:02-07:00,47,70,2019-10-17 08:56:02-07:00,44,60,2019-10-24 08:56:02-07:00,53,60,2019-10-31 08:56:02-07:00,74,100,2019-10-08 12:30:07-07:00,60,100,2019-11-08 12:30:07-07:00,92,100,2019-12-08 12:30:07-07:00,9,10,15,8,7,0.74,0.6,0.92,0.7702702702702703,0.7840119047619047,0.7840119047619047,0.7101449275362319,0.7043926661573721,0.7101449275362319,0.7616482401656315,77.0,C
troy.raymond@univ.edu,3,Troy,Raymond,tbr17292,50.0,80,2019-08-29 08:56:02-07:00,59,80,2019-09-05 08:56:02-07:00,79,80,2019-09-12 08:56:02-07:00,98,100,2019-09-19 08:56:02-07:00,65,70,2019-09-26 08:56:02-07:00,68,90,2019-10-03 08:56:02-07:00,44,50,2019-10-10 08:56:02-07:00,66,70,2019-10-17 08:56:02-07:00,45,60,2019-10-24 08:56:02-07:00,49,60,2019-10-31 08:56:02-07:00,91,100,2019-10-08 12:30:07-07:00,67,100,2019-11-08 12:30:07-07:00,100,100,2019-12-08 12:30:07-07:00,7,7,14,7,5,0.91,0.67,1.0,0.8418918918918918,0.8403650793650794,0.8418918918918918,0.5797101449275363,0.5686452762923351,0.5797101449275363,0.7731698002350177,78.0,C
lori.gordon@univ.edu,2,Lori,Gordon,lxg35058,52.0,80,2019-08-29 08:56:02-07:00,74,80,2019-09-05 08:56:02-07:00,75,80,2019-09-12 08:56:02-07:00,79,100,2019-09-19 08:56:02-07:00,67,70,2019-09-26 08:56:02-07:00,72,90,2019-10-03 08:56:02-07:00,50,50,2019-10-10 08:56:02-07:00,51,70,2019-10-17 08:56:02-07:00,40,60,2019-10-24 08:56:02-07:00,38,60,2019-10-31 08:56:02-07:00,88,100,2019-10-08 12:30:07-07:00,96,100,2019-11-08 12:30:07-07:00,76,100,2019-12-08 12:30:07-07:00,9,15,12,7,7,0.88,0.96,0.76,0.8081081081081081,0.8088214285714287,0.8088214285714287,0.7246376811594203,0.7214795008912657,0.7246376811594203,0.7949198757763976,80.0,B
oscar.rush@univ.edu,2,Oscar,Rush,oxr30270,50.0,80,2019-08-29 08:56:02-07:00,56,80,2019-09-05 08:56:02-07:00,65,80,2019-09-12 08:56:02-07:00,80,100,2019-09-19 08:56:02-07:00,42,70,2019-09-26 08:56:02-07:00,68,90,2019-10-03 08:56:02-07:00,34,50,2019-10-10 08:56:02-07:00,67,70,2019-10-17 08:56:02-07:00,57,60,2019-10-24 08:56:02-07:00,40,60,2019-10-31 08:56:02-07:00,74,100,2019-10-08 12:30:07-07:00,80,100,2019-11-08 12:30:07-07:00,66,100,2019-12-08 12:30:07-07:00,5,14,7,5,5,0.74,0.8,0.66,0.7554054054054054,0.754686507936508,0.7554054054054054,0.5217391304347826,0.514690603514133,0.5217391304347826,0.6746839012925969,68.0,D
crystal.holt@univ.edu,2,Crystal,Holt,chh70562,68.0,80,2019-08-29 08:56:02-07:00,51,80,2019-09-05 08:56:02-07:00,64,80,2019-09-12 08:56:02-07:00,91,100,2019-09-19 08:56:02-07:00,52,70,2019-09-26 08:56:02-07:00,67,90,2019-10-03 08:56:02-07:00,37,50,2019-10-10 08:56:02-07:00,43,70,2019-10-17 08:56:02-07:00,45,60,2019-10-24 08:56:02-07:00,39,60,2019-10-31 08:56:02-07:00,63,100,2019-10-08 12:30:07-07:00,97,100,2019-11-08 12:30:07-07:00,73,100,2019-12-08 12:30:07-07:00,9,9,14,14,9,0.63,0.97,0.73,0.7527027027027027,0.7439087301587302,0.7527027027027027,0.7971014492753623,0.7983422459893048,0.7983422459893048,0.7785837548778726,78.0,C
sandra.thomas@univ.edu,1,Sandra,Thomas,sxt33634,65.0,80,2019-08-29 08:56:02-07:00,66,80,2019-09-05 08:56:02-07:00,67,80,2019-09-12 08:56:02-07:00,68,100,2019-09-19 08:56:02-07:00,69,70,2019-09-26 08:56:02-07:00,65,90,2019-10-03 08:56:02-07:00,39,50,2019-10-10 08:56:02-07:00,64,70,2019-10-17 08:56:02-07:00,41,60,2019-10-24 08:56:02-07:00,38,60,2019-10-31 08:56:02-07:00,88,100,2019-10-08 12:30:07-07:00,62,100,2019-11-08 12:30:07-07:00,96,100,2019-12-08 12:30:07-07:00,9,10,14,8,4,0.88,0.62,0.96,0.7864864864864864,0.787388888888889,0.787388888888889,0.6521739130434783,0.6426279602750191,0.6521739130434783,0.7606077294685991,77.0,C
nathan.bates@univ.edu,3,Nathan,Bates,nsb43944,68.0,80,2019-08-29 08:56:02-07:00,67,80,2019-09-05 08:56:02-07:00,69,80,2019-09-12 08:56:02-07:00,72,100,2019-09-19 08:56:02-07:00,61,70,2019-09-26 08:56:02-07:00,80,90,2019-10-03 08:56:02-07:00,33,50,2019-10-10 08:56:02-07:00,64,70,2019-10-17 08:56:02-07:00,55,60,2019-10-24 08:56:02-07:00,55,60,2019-10-31 08:56:02-07:00,71,100,2019-10-08 12:30:07-07:00,76,100,2019-11-08 12:30:07-07:00,82,100,2019-12-08 12:30:07-07:00,6,12,6,11,10,0.71,0.76,0.82,0.8432432432432433,0.843793650793651,0.843793650793651,0.6521739130434783,0.6634886681945507,0.6634886681945507,0.7710640607758256,78.0,C
charles.campbell@univ.edu,2,Charles,Campbell,cxc08121,60.0,80,2019-08-29 08:56:02-07:00,61,80,2019-09-05 08:56:02-07:00,63,80,2019-09-12 08:56:02-07:00,81,100,2019-09-19 08:56:02-07:00,50,70,2019-09-26 08:56:02-07:00,75,90,2019-10-03 08:56:02-07:00,44,50,2019-10-10 08:56:02-07:00,57,70,2019-10-17 08:56:02-07:00,47,60,2019-10-24 08:56:02-07:00,50,60,2019-10-31 08:56:02-07:00,66,100,2019-10-08 12:30:07-07:00,96,100,2019-11-08 12:30:07-07:00,100,100,2019-12-08 12:30:07-07:00,5,15,14,14,8,0.66,0.96,1.0,0.7945945945945946,0.7968571428571428,0.7968571428571428,0.8115942028985508,0.7889483065953654,0.8115942028985508,0.8412211180124224,85.0,B
victoria.boyd@univ.edu,2,Victoria,Boyd,vkb66346,58.0,80,2019-08-29 08:56:02-07:00,61,80,2019-09-05 08:56:02-07:00,75,80,2019-09-12 08:56:02-07:00,99,100,2019-09-19 08:56:02-07:00,52,70,2019-09-26 08:56:02-07:00,86,90,2019-10-03 08:56:02-07:00,34,50,2019-10-10 08:56:02-07:00,51,70,2019-10-17 08:56:02-07:00,40,60,2019-10-24 08:56:02-07:00,50,60,2019-10-31 08:56:02-07:00,68,100,2019-10-08 12:30:07-07:00,93,100,2019-11-08 12:30:07-07:00,69,100,2019-12-08 12:30:07-07:00,9,8,6,6,8,0.68,0.93,0.69,0.8189189189189189,0.8021984126984127,0.8189189189189189,0.5362318840579711,0.5599388846447669,0.5599388846447669,0.7260492329609975,73.0,C
timothy.parker@univ.edu,1,Timothy,Parker,txp55047,50.0,80,2019-08-29 08:56:02-07:00,76,80,2019-09-05 08:56:02-07:00,65,80,2019-09-12 08:56:02-07:00,72,100,2019-09-19 08:56:02-07:00,68,70,2019-09-26 08:56:02-07:00,65,90,2019-10-03 08:56:02-07:00,42,50,2019-10-10 08:56:02-07:00,50,70,2019-10-17 08:56:02-07:00,43,60,2019-10-24 08:56:02-07:00,59,60,2019-10-31 08:56:02-07:00,73,100,2019-10-08 12:30:07-07:00,93,100,2019-11-08 12:30:07-07:00,66,100,2019-12-08 12:30:07-07:00,9,14,13,14,10,0.73,0.93,0.66,0.7972972972972973,0.8055436507936508,0.8055436507936508,0.8695652173913043,0.8699108734402852,0.8699108734402852,0.811690722349546,82.0,B
scott.cervantes@univ.edu,3,Scott,Cervantes,sxc85021,51.0,80,2019-08-29 08:56:02-07:00,70,80,2019-09-05 08:56:02-07:00,65,80,2019-09-12 08:56:02-07:00,78,100,2019-09-19 08:56:02-07:00,65,70,2019-09-26 08:56:02-07:00,68,90,2019-10-03 08:56:02-07:00,45,50,2019-10-10 08:56:02-07:00,66,70,2019-10-17 08:56:02-07:00,55,60,2019-10-24 08:56:02-07:00,56,60,2019-10-31 08:56:02-07:00,60,100,2019-10-08 12:30:07-07:00,100,100,2019-11-08 12:30:07-07:00,89,100,2019-12-08 12:30:07-07:00,4,8,9,12,9,0.6,1.0,0.89,0.8364864864864865,0.8481984126984129,0.8481984126984129,0.6086956521739131,0.6067048637636873,0.6086956521739131,0.7853880607315391,79.0,C
